股票代码,股票名称,当前价,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
SH600583,海油工程,6.32,+0.12,1.94%,4.29%,13894100,87010127.69,0.31%,42.623,1.266%,27942962336
SZ300980,祥源新材,18.4,+0.35,1.94%,4.96%,265600,4844927,0.52%,28.419,1.082%,1993331506
SH605338,巴比食品,31.22,+0.59,1.93%,-1.61%,1249560,38743240.8,1.45%,34.881,0.833%,7742560000
SH600566,济川药业,28.98,+0.55,1.93%,6.47%,6754427,194785017.07,0.74%,13.1,2.26%,26714406197
SZ002100,天康生物,8.96,+0.17,1.93%,7.82%,32028851,285097251,2.36%,,,12134879008
SZ300357,我武生物,58.1,+1.1,1.93%,5.44%,2258513,130717921,0.48%,77.878,0.346%,30420230400
SZ301050,雷电微力,80.38,+1.52,1.93%,4.16%,1538752,122796300,1.15%,51.142,0.134%,14005411200
SH688199,久日新材,33.87,+0.64,1.93%,7.39%,464588,15635653.66,0.53%,23.072,1.476%,3767251716
SZ300247,融捷健康,3.69,+0.07,1.93%,3.94%,13496300,49843857,1.68%,22.457,,2966908755
SH601952,苏垦农发,12.15,+0.23,1.93%,2.62%,8651110,104579633.46,0.63%,21.028,1.975%,16742700000
SH600667,太极实业,5.29,+0.1,1.93%,2.52%,6131196,32217530.1,0.29%,,3.214%,11141746042
SZ000016,深康佳A,4.75,+0.09,1.93%,5.32%,6612833,31017717,0.41%,9.798,1.053%,11437740688
SZ001330,博纳影业,12.18,+0.23,1.92%,1.67%,26307945,317396132,9.57%,44.713,,16741641225
SZ300972,万辰生物,11.69,+0.22,1.92%,-2.91%,1255449,14598694,1.68%,21.71,1.882%,1794415000
SZ000919,金陵药业,7.98,+0.15,1.92%,2.7%,7690200,61320974,1.53%,35.095,1.253%,4072992000
SZ000034,神州数码,23.4,+0.44,1.92%,6.65%,18321528,431589697,3.34%,17.909,0.812%,15641248428
SH605183,确成股份,21.2,+0.4,1.92%,12.23%,2019178,42261821.42,1.49%,22.042,2.358%,8850086280
SZ301248,杰创智能,29.66,+0.56,1.92%,-2.69%,1669390,49689824,6.96%,35.561,0.674%,3039260200
SH605258,协和电子,22.43,+0.42,1.91%,-10.74%,702300,15634438,1.86%,38.493,1.337%,1973840000
SH600519,贵州茅台,1923.01,+36.01,1.91%,11.35%,1996829,3814630311.21,0.16%,40.536,1.127%,2415680931378
SZ002026,山东威达,10.13,+0.19,1.91%,6.86%,3506093,35326764,0.82%,14.79,1.471%,4506682629
SZ002009,天奇股份,15.44,+0.29,1.91%,9.04%,3894356,59391517,1.05%,28.639,0.194%,5878308061
SZ002444,巨星科技,20.28,+0.38,1.91%,6.85%,5940615,119585587,0.51%,17.641,,24386740398
SH688251,井松智能,30.63,+0.57,1.9%,3.03%,236674,7240336.47,1.68%,19.637,,1820293852
SH605398,新炬网络,28.44,+0.53,1.9%,1.39%,622680,17705351.2,2.31%,37.081,0.629%,2368980672
SZ300170,汉得信息,9.11,+0.17,1.9%,11.92%,12013109,108950191,1.45%,12.407,,7906816974
SZ300346,南大光电,31.06,+0.58,1.9%,6.92%,7519342,231040143,1.47%,75.583,0.122%,16887401203
SZ000933,神火股份,16.66,+0.31,1.9%,11.36%,21657281,360203264,0.97%,5.524,2.701%,37501436906
SZ300147,香雪制药,5.89,+0.11,1.9%,-2.97%,11106623,65240262,1.69%,,,3894933575
SZ002842,翔鹭钨业,8.04,+0.15,1.9%,3.08%,2078344,16592461,0.96%,337.389,1.244%,2232515426
SH600929,雪天盐业,8.06,+0.15,1.9%,0.62%,9497458,76107656.79,0.91%,12.684,2.27%,11884312749
SZ000705,浙江震元,8.06,+0.15,1.9%,1.64%,6275500,50365320,2.23%,37.439,0.744%,2693033685
SZ000932,华菱钢铁,4.83,+0.09,1.9%,2.77%,32908754,158726933,0.58%,4.735,6.004%,33368694970
SZ000519,中兵红箭,20.34,+0.38,1.9%,3.56%,24843167,503074696,1.79%,37.286,0.246%,28324649694
SZ002146,荣盛发展,2.15,+0.04,1.9%,-0.92%,23076017,48885847,0.59%,,,9348552280
SH600106,重庆路桥,4.86,+0.09,1.89%,-2.02%,9133338,44554385.06,0.69%,38.897,1.193%,6459061801
SH603698,航天工程,12.95,+0.24,1.89%,8.28%,3011600,39041979,0.56%,43.505,0.68%,6941070500
SH603609,禾丰股份,12.43,+0.23,1.89%,4.98%,4376400,54112513,0.48%,27.209,,11428520494
SH603369,今世缘,59.82,+1.11,1.89%,17.52%,8512062,503759603.4,0.68%,31.116,0.986%,75044190000
SH600533,栖霞建设,3.77,+0.07,1.89%,-1.57%,10603900,39557131,1.01%,17.127,3.183%,3958500000
SH688075,安旭生物,88.37,+1.64,1.89%,4.83%,518254,45731753.3,2.38%,2.236,2.967%,8021648186
SH603681,永冠新材,23.18,+0.43,1.89%,8.42%,787892,18143924.76,0.41%,16.451,0.863%,4430390410
SH603078,江化微,21.56,+0.4,1.89%,5.12%,2690441,57645866.42,1.06%,57.856,0.274%,6395645438
SZ002738,中矿资源,80.69,+1.5,1.89%,21.05%,7067903,563749337,1.65%,16.144,0.088%,37247950368
SZ301211,亨迪药业,30.26,+0.56,1.89%,-12.67%,3835127,115524773,6.65%,72.013,0.991%,7262400000
SZ301136,招标股份,12.43,+0.23,1.89%,0.08%,2432900,30228903,2.34%,52.498,0.805%,3420795913
SZ300918,南山智尚,10.25,+0.19,1.89%,-0.29%,3335200,34018711,3.08%,22.753,1.229%,3690000000
SZ002382,蓝帆医疗,8.09,+0.15,1.89%,3.85%,7271541,58722090,0.73%,,1.236%,8147398938
SH600515,海南机场,4.85,+0.09,1.89%,-3.39%,64941594,315729797.53,0.71%,30.712,,55412751570
SZ300429,强力新材,7.56,+0.14,1.89%,4.56%,2117600,15879086,0.56%,71.151,0.595%,3895373523
SZ300746,汉嘉设计,9.18,+0.17,1.89%,3.73%,977262,8959263,0.44%,50.573,1.449%,2072277851
SH688092,爱科科技,24.88,+0.46,1.88%,7.15%,314136,7793676.32,1.2%,28.778,1.081%,1475352427
SH601886,江河集团,8.15,+0.15,1.88%,5.3%,3425286,27822572.94,0.3%,,1.252%,9233966789
SZ002845,同兴达,15.69,+0.29,1.88%,15.11%,6733633,105025984,3.01%,61.112,0.727%,5146947992
SZ002769,普路通,8.12,+0.15,1.88%,-1.69%,2307400,18641832,0.69%,269.485,0.246%,3031342598
SZ300672,国科微,86.6,+1.6,1.88%,1.82%,2391990,205867866,1.37%,81.92,0.387%,18819583959
SH600645,中源协和,17.91,+0.33,1.88%,5.29%,3055034,54557345.36,0.65%,106.024,,8380964620
SH688767,博拓生物,48.34,+0.89,1.88%,4.63%,498649,23915205.48,1.28%,5.16,6.206%,5156266683
SZ301139,元道通信,26.08,+0.48,1.88%,2.39%,390225,10126093,1.28%,26.184,,3170827264
SZ300458,全志科技,21.19,+0.39,1.88%,4.08%,5975597,125772168,1.18%,40.778,1.241%,13350054678
SZ000828,东莞控股,9.22,+0.17,1.88%,2.79%,3759834,34508761,0.36%,11.182,2.928%,9584346666
SZ000976,华铁股份,3.79,+0.07,1.88%,3.27%,8161745,30690802,0.51%,17.862,,6047622637
SZ002946,新乳业,13.02,+0.24,1.88%,-1.59%,4157283,54005856,0.49%,30.79,0.576%,11282908408
SZ300456,赛微电子,15.71,+0.29,1.88%,6.29%,4729337,73757565,0.82%,98.807,0.223%,11519971321
SZ300552,万集科技,19.01,+0.35,1.88%,6.02%,1195149,22675963,0.95%,,0.21%,4051660459
SZ301159,三维天地,28.36,+0.52,1.87%,8.74%,594160,16944820,1.93%,,0.282%,2193646000
SZ300501,海顺新材,15.29,+0.28,1.87%,5.96%,1429500,21721836,1.14%,27.163,0.785%,2959096711
SZ000789,万年青,8.71,+0.16,1.87%,1.99%,4143998,35781328,0.52%,6.737,9.185%,6945376454
SH600192,长城电工,5.99,+0.11,1.87%,4.9%,6999504,41622515.77,1.58%,,,2646070520
SH688059,华锐精密,163.29,+2.99,1.87%,1.42%,115710,18628207.54,0.47%,48.689,0.735%,7186069749
SZ002290,禾盛新材,9.25,+0.17,1.87%,1.43%,7089970,65425341,3.24%,31.819,,2295039053
SH600984,建设机械,6,+0.11,1.87%,9.89%,9552280,56968011,0.82%,,0.633%,7542263550
SZ002082,万邦德,9.26,+0.17,1.87%,4.99%,3510000,32315545,0.97%,35.219,,5724743397
SZ300373,扬杰科技,57.54,+1.05,1.86%,9.39%,3701083,211188364,0.72%,26.084,0.382%,29504946164
SZ002242,九阳股份,19.69,+0.36,1.86%,19.48%,6224602,121310591,0.81%,25.727,7.618%,15102564730
SH600804,ST鹏博士,3.29,+0.06,1.86%,2.17%,8371904,27293286.08,0.6%,,,5453056251
SZ300220,金运激光,10.96,+0.2,1.86%,4.78%,763540,8341204,0.51%,,,1657152000
SZ300385,雪浪环境,6.03,+0.11,1.86%,2.38%,922280,5539780,0.32%,38.541,,2008869970
SZ002755,奥赛康,8.2,+0.15,1.86%,3.27%,1109206,9035805,0.12%,,1.22%,7610914878
SZ301150,中一科技,68.91,+1.26,1.86%,6.82%,375825,25723636,1.74%,17.244,1.934%,6961340709
SH603083,剑桥科技,12.05,+0.22,1.86%,7.21%,2813961,33845537.52,1.12%,30.638,,3079757870
SH603360,百傲化学,17.51,+0.32,1.86%,-0.34%,3180608,55921227.6,1.25%,10.635,,4534249520
SH603887,城地香江,7.11,+0.13,1.86%,3.49%,3235694,22940752.52,0.72%,,,3204863805
SZ002988,豪美新材,15.85,+0.29,1.86%,18.73%,1606200,25465422,2%,61.613,1.388%,3689412663
SH600821,金开新能,7.71,+0.14,1.85%,6.49%,22549124,172750982.88,1.76%,21.46,,15398901223
SH688516,奥特维,216.89,+3.93,1.85%,7.91%,552554,119413243.42,0.73%,54.282,0.471%,33503000469
SZ300146,汤臣倍健,24.81,+0.45,1.85%,8.72%,7687456,189888427,0.68%,26.818,2.821%,42184995345
SZ301032,新柴股份,7.7,+0.14,1.85%,2.53%,698641,5347793,0.76%,53.039,1.299%,1856727180
SZ300468,四方精创,10.45,+0.19,1.85%,4.5%,7013940,73033865,1.33%,80.06,0.507%,5545284924
SH688328,深科达,21.47,+0.39,1.85%,3.92%,634629,13597033.12,1.43%,66.162,0.978%,1739928800
SH603877,太平鸟,18.74,+0.34,1.85%,1.9%,1442056,26990850.02,0.31%,32.346,3.202%,8928640036
SZ001229,魅视科技,27.53,+0.5,1.85%,2.57%,387872,10658216,1.55%,29.027,,2753000000
SH601258,庞大集团,1.1,+0.02,1.85%,0%,53287046,57862103.1,0.52%,86.708,,11249947577
SZ003004,声迅股份,28.09,+0.51,1.85%,7.17%,1389500,38871321,4.12%,83.621,0.712%,2298885600
SZ002259,ST升达,3.31,+0.06,1.85%,0.91%,2292200,7547670,0.3%,,,2490206564
SH603337,杰克股份,20.5,+0.37,1.84%,7.67%,631220,12928404.76,0.14%,17.994,1.444%,9963819508
SZ002438,江苏神通,11.07,+0.2,1.84%,1.28%,1808700,19823361,0.39%,25.617,0.452%,5618439693
SZ300479,神思电子,17.75,+0.32,1.84%,3.86%,2108400,37295785,1.07%,,,3497475354
SZ000534,万泽股份,14.92,+0.27,1.84%,5.82%,2280006,33871122,0.46%,70.647,0.335%,7469296592
SZ300398,飞凯材料,17.71,+0.32,1.84%,3.15%,4669115,81945923,0.89%,21.463,0.395%,9362427469
SZ301065,本立科技,32.05,+0.58,1.84%,4.13%,263400,8413559,0.87%,37.138,1.092%,2265294000
SZ300740,水羊股份,14.4,+0.26,1.84%,-4.76%,7451732,106719870,2.1%,26.833,,5600716085
SZ002370,亚太药业,4.97,+0.09,1.84%,1.02%,8279947,40867499,1.54%,,,2667334186
SZ300912,凯龙高科,13.86,+0.25,1.84%,2.59%,564900,7801097,0.92%,,,1551876480
SH600114,东睦股份,9.46,+0.17,1.83%,11.29%,9066751,85999470.46,1.47%,166.336,0.529%,5830987692
SH605268,王力安防,10.57,+0.19,1.83%,20.11%,3074600,32292684,4.13%,7049.876,0.596%,4686579450
SH688302,海创药业-U,51.29,+0.92,1.83%,27.21%,838601,42745588.32,3.53%,,,5078510021
SZ300691,联合光电,13.88,+0.25,1.83%,11.67%,2346600,32465458,1.19%,69.37,0.857%,3718183825
SH600072,中船科技,12.23,+0.22,1.83%,2.77%,6055041,73814046.41,0.82%,159.131,0.491%,9004336069
SZ301043,绿岛风,23.99,+0.43,1.83%,2.26%,293800,7017290,1.63%,39.684,0.333%,1631320000
SH605056,咸亨国际,12.78,+0.23,1.83%,4.67%,591300,7536189,0.38%,27.057,2.668%,5247979200
SZ002152,广电运通,10.02,+0.18,1.83%,0.8%,11895322,118772759,0.48%,28.082,1.497%,24883496638
SZ002620,瑞和股份,5.55,+0.1,1.83%,5.92%,2156200,11875139,0.69%,,,2095091700
SZ300053,欧比特,7.24,+0.13,1.83%,3.58%,2902323,20899691,0.46%,,,5045370099
SH688128,中国电研,18.42,+0.33,1.82%,7.85%,1218583,22363395.73,0.3%,22.408,1.9%,7450890000
SH600100,同方股份,4.47,+0.08,1.82%,3.71%,11218300,49877175.96,0.38%,,,14975830777
SH603139,康惠制药,18.45,+0.33,1.82%,3.94%,830200,15297815,0.83%,59.218,0.401%,1842786000
SZ300775,三角防务,36.98,+0.66,1.82%,-2.68%,5103703,187780668,1.06%,33.561,0.219%,20312817568
SZ300687,赛意信息,30.17,+0.54,1.82%,2.27%,4141560,124476845,1.34%,49.758,0.368%,12181965636
SH603067,振华股份,14.55,+0.26,1.82%,13.41%,6655329,96459351.66,1.32%,19.428,1.265%,7406185215
SH688267,中触媒,37.55,+0.67,1.82%,1.38%,149119,5635241.64,0.39%,63.532,0.613%,6616310000
SH688679,通源环境,11.19,+0.2,1.82%,3.52%,288985,3219459.34,0.48%,26.159,1.072%,1473607463
SH688981,中芯国际,42.05,+0.75,1.82%,2.21%,10478384,437286927.6,0.54%,25.986,,332727550467
SZ000428,华天酒店,5.58,+0.1,1.82%,-15.07%,21314355,118758547,2.09%,43.22,,5685607080
SZ002649,博彦科技,11.2,+0.2,1.82%,8.84%,5615023,62845110,1.07%,17.099,2.768%,6626646298
SH688181,八亿时空,39.11,+0.7,1.82%,6.86%,371426,14485337.59,0.45%,17.763,,3773059578
SH600661,昂立教育,11.16,+0.2,1.82%,2.76%,8911674,98733848.72,3.11%,,,3197884943
SZ300397,天和防务,9.53,+0.17,1.82%,2.92%,4328367,40976157,1.08%,,,4933078180
SZ300324,旋极信息,2.8,+0.05,1.82%,1.45%,10318518,28797949,0.61%,,,4837253666
SH603656,泰禾智能,11.25,+0.2,1.81%,-0.71%,518100,5803887,0.34%,40.139,0.889%,1720463625
SZ300822,贝仕达克,15.17,+0.27,1.81%,5.13%,308750,4657625,0.74%,38.129,0.989%,2427275850
SH603112,华翔股份,12.35,+0.22,1.81%,6.01%,1101300,13515400,0.7%,17.082,1.83%,5399009375
SZ300184,力源信息,4.49,+0.08,1.81%,4.42%,5510220,24595664,0.52%,19.915,,5229421830
SH600594,益佰制药,5.63,+0.1,1.81%,1.81%,6389697,35757763.03,0.81%,31.255,,4458551262
SZ002659,凯文教育,5.06,+0.09,1.81%,11.21%,25449800,128264634,4.33%,,,3027298743
SH600746,江苏索普,8.43,+0.15,1.81%,3.82%,3633920,30486600,0.86%,10.245,11.862%,9844915512
SZ300582,英飞特,13.47,+0.24,1.81%,6.99%,1805600,24209899,0.82%,23.753,0.586%,4002057287
SZ002189,中光学,15.15,+0.27,1.81%,4.05%,1192417,17942972,0.46%,240.384,1.485%,3965163338
SH688203,海正生材,17.39,+0.31,1.81%,11.12%,493107,8530596.39,1.07%,72.456,,3524571603
SH603578,三星新材,12.93,+0.23,1.81%,3.94%,1152512,14725067.04,0.64%,21.786,1.315%,2332016424
SH900901,云赛B股,0.505,+0.009,1.81%,2.64%,701031,353315.993,0.24%,19.38,1.584%,690675095
SH688566,吉贝尔,24.34,+0.43,1.8%,13.63%,799110,19484125.26,0.99%,38.59,1.972%,4550158544
SZ300290,荣科科技,4.53,+0.08,1.8%,0.67%,6306500,28430339,1.01%,,,2901725788
SZ300931,通用电梯,6.79,+0.12,1.8%,3.03%,785288,5299944,0.75%,58.997,1.473%,1630591340
SH688056,莱伯泰科,42.51,+0.75,1.8%,5.01%,344183,14603513.55,1.3%,56.472,0.823%,2858219364
SH603010,万盛股份,12.42,+0.22,1.8%,4.99%,1667840,20636476.2,0.34%,15.106,3.382%,7322566125
SZ000610,西安旅游,14.73,+0.26,1.8%,-28.39%,16162296,236544683,6.87%,,,3487296582
SH688439,振华风光,108.85,+1.92,1.8%,-8.44%,726387,79079421.94,1.7%,87.777,,21770000000
SZ300337,银邦股份,8.48,+0.15,1.8%,9.28%,8578600,72414450,1.21%,81.651,0.236%,6969881600
SZ002810,山东赫达,24.38,+0.43,1.8%,8.74%,2743085,66787472,0.87%,23.273,0.41%,8348834455
SZ000876,新希望,13,+0.23,1.8%,0.7%,24587370,317821702,0.55%,,,59003855235
SZ300733,西菱动力,22.63,+0.4,1.8%,9.43%,747000,16762241,0.61%,125.761,,3895143920
SZ002253,川大智胜,12.42,+0.22,1.8%,5.79%,2084750,25842707,1.01%,,,2802276100
SH600633,浙数文化,8.51,+0.15,1.79%,3.91%,17042284,144206632.39,1.35%,26.564,0.94%,10771366751
SH603626,科森科技,6.84,+0.12,1.79%,4.27%,4888689,33431941.87,0.88%,90.128,,3812676466
SH601778,晶科科技,5.69,+0.1,1.79%,3.45%,33729399,191000290.79,1.65%,48.82,0.228%,16468997033
SH688330,宏力达,68.4,+1.2,1.79%,7.41%,319145,21860954.9,0.7%,18.437,1.813%,6840000000
SH688098,申联生物,8.52,+0.15,1.79%,7.3%,1324216,11285133.54,0.34%,38.585,1.056%,3498686880
SH600547,山东黄金,19.95,+0.35,1.79%,4.12%,15517642,309280252.22,0.43%,48.596,0.251%,89244919024
SZ002023,海特高新,8.52,+0.15,1.79%,3.02%,4248495,36023932,0.62%,87.733,,6447859346
SZ002948,青岛银行,3.42,+0.06,1.79%,1.79%,20498921,69913188,0.68%,6.423,4.24%,19905613156
SZ300916,朗特智能,47.12,+0.83,1.79%,9.58%,629950,29487377,2.42%,25.729,0.424%,4514331600
SH600581,八一钢铁,3.99,+0.07,1.79%,0.76%,8283689,32746396.99,0.54%,,,6199617591
SZ300598,诚迈科技,52.21,+0.92,1.79%,11.66%,6867291,364011691,4.29%,,0.038%,8358929440
SZ002287,奇正藏药,23.82,+0.42,1.79%,4.25%,494833,11754534,0.09%,29.507,2.477%,12629929963
SH600482,中国动力,15.42,+0.27,1.78%,0.85%,2879800,44092993.5,0.14%,87.205,0.558%,33317718213
SH603869,新智认知,8.58,+0.15,1.78%,2.14%,1628600,13905521,0.32%,82.676,0.175%,4328614359
SH600641,万业企业,18.32,+0.32,1.78%,3.33%,8498416,154299036.5,0.91%,138.376,0.688%,17049140134
SZ002570,贝因美,5.14,+0.09,1.78%,-4.99%,22164298,112975897,2.05%,70.437,,5551422732
SZ002967,广电计量,18.27,+0.32,1.78%,8.88%,2348422,43047863,0.46%,49.034,0.821%,10509376206
SH603587,地素时尚,15.41,+0.27,1.78%,1.25%,1019200,15643292,0.21%,14.542,6.489%,7413405816
SZ003008,开普检测,25.75,+0.45,1.78%,4.85%,203800,5225834,0.58%,30.579,1.942%,2060000000
SH603035,常熟汽饰,22.33,+0.39,1.78%,5.08%,3806639,85398041.07,1%,16.569,1.567%,8486090734
SH605117,德业股份,317.41,+5.55,1.78%,-4.16%,1801544,559445665.16,2.22%,68.622,0.27%,75839977458
SZ002801,微光股份,26.88,+0.47,1.78%,8.34%,698770,18703505,0.6%,18.465,1.86%,6172508160
SZ000995,*ST皇台,17.7,+0.31,1.78%,6.95%,2037700,36029604,1.15%,474.412,,3140121600
SH600838,上海九百,6.88,+0.12,1.78%,-11.79%,4343745,29662804.45,1.08%,56.033,1.119%,2758068029
SH600773,西藏城投,18.91,+0.33,1.78%,4.19%,5943096,112189026.9,0.73%,130.571,0.095%,15499784669
SZ000050,深天马A,9.13,+0.16,1.78%,5.43%,5155000,46669670,0.22%,45.429,0.767%,22439236145
SZ002544,普天科技,17.72,+0.31,1.78%,5.54%,2445877,43406880,0.37%,91.861,0.587%,12097346629
SZ002129,TCL中环,40.84,+0.71,1.77%,8.44%,22644678,917795277,0.7%,21.075,0.269%,131984004267
SZ301313,凡拓数创,32.79,+0.57,1.77%,0.37%,2373091,78451381,9.78%,53.567,,3355512186
SH600879,航天电子,6.89,+0.12,1.77%,1.32%,19201819,131229403.67,0.71%,30.021,,18735779147
SZ300878,维康药业,24.2,+0.42,1.77%,-2.42%,891200,21489546,2.24%,35.861,1.24%,3503925792
SH688261,东微半导,235.71,+4.11,1.77%,-0.54%,279847,65951808.83,1.88%,62.484,0.14%,15881283466
SH688166,博瑞医药,24.74,+0.43,1.77%,9.61%,2307430,56830008.31,0.56%,39.485,0.469%,10451786030
SZ002941,新疆交建,12.67,+0.22,1.77%,3.18%,5810790,73142980,0.91%,27.117,0.789%,8172871848
SZ300211,亿通科技,7.47,+0.13,1.77%,2.05%,2280900,16930561,0.77%,61.314,0.187%,2266097131
SZ300417,南华仪器,9.84,+0.17,1.76%,1.44%,607200,5949839,0.71%,406.54,0.203%,1340117698
SZ000936,华西股份,5.2,+0.09,1.76%,2.56%,4020300,20792707,0.45%,25.963,0.962%,4607267012
SZ000158,常山北明,5.78,+0.1,1.76%,2.85%,8914110,51244805,0.56%,319.62,,9240004647
SZ300496,中科创达,105.13,+1.82,1.76%,4.82%,2672051,279438170,0.8%,57.526,0.269%,48090205364
SZ002402,和而泰,15.61,+0.27,1.76%,7.06%,4977162,77189951,0.62%,31.925,0.641%,14272858093
SZ300193,佳士科技,7.53,+0.13,1.76%,3.43%,1576642,11839588,0.36%,22.967,6.587%,3669162708
SZ000009,中国宝安,12.13,+0.21,1.76%,0.33%,14570354,175654909,0.57%,43.539,0.289%,31285865395
SZ002306,中科云网,4.62,+0.08,1.76%,-12.99%,24104558,111886374,2.96%,981.813,,3880800000
SH600643,爱建集团,5.78,+0.1,1.76%,4.71%,7480769,42897205.36,0.46%,14.158,3.806%,9374711773
SH600535,天士力,11.57,+0.2,1.76%,7.53%,3959234,45553662.62,0.26%,31.933,2.852%,17351530504
SH603103,横店影视,14.54,+0.25,1.75%,-1.36%,2314052,33184347.12,0.36%,,,9221268000
SZ300493,润欣科技,6.41,+0.11,1.75%,5.43%,2393390,15227917,0.48%,53.283,0.546%,3235454852
SH688619,罗普特,11.03,+0.19,1.75%,6.67%,575734,6342384.06,0.66%,234.398,0.435%,2065786805
SH603301,振德医疗,39.54,+0.68,1.75%,3.92%,1493952,58999874.84,0.66%,18.536,1.295%,10535480527
SH603297,永新光学,90.1,+1.55,1.75%,8.54%,356872,32124942.2,0.32%,41.051,0.999%,9954022750
SH600234,科新发展,6.98,+0.12,1.75%,0.14%,728400,5042092,0.36%,1082.606,,1832396392
SZ002043,兔宝宝,16.89,+0.29,1.75%,55.52%,100785161,1692052989,14.54%,22.605,2.783%,13053297681
SZ000902,新洋丰,12.21,+0.21,1.75%,6.08%,4051554,49126223,0.34%,11.714,1.638%,15928302631
SZ300665,飞鹿股份,7.55,+0.13,1.75%,3.14%,789500,5930802,0.59%,,,1439965332
SH688127,蓝特光学,18.05,+0.31,1.75%,13.31%,947726,16985199.59,0.55%,76.256,0.831%,7271352250
SZ300078,思创医惠,4.65,+0.08,1.75%,1.09%,6093570,28226217,0.79%,,,4016518717
SZ002614,奥佳华,8.7,+0.15,1.75%,-6.75%,11227212,97275936,2.55%,25.82,3.483%,5424178682
SH688466,金科环境,15.71,+0.27,1.75%,4.04%,67072,1052064.36,0.15%,25.5,0.388%,1614359600
SZ300126,锐奇股份,5.83,+0.1,1.75%,4.48%,784100,4552334,0.37%,174.332,0.172%,1772072808
SZ300619,金银河,62.25,+1.07,1.75%,-0.24%,300910,18674224,0.46%,95.399,0.064%,5518776302
SZ300490,华自科技,13.35,+0.23,1.75%,15.78%,6861189,90759042,2.12%,,0.225%,4401495093
SZ300542,新晨科技,12.19,+0.21,1.75%,4.73%,2600663,31621838,1.07%,55.979,0.82%,3657342039
SZ002657,中科金财,17.48,+0.3,1.75%,11.76%,20953560,364766759,7.05%,,,5900840471
SH603648,畅联股份,8.79,+0.15,1.74%,-2.87%,1834600,16041808,0.51%,21.631,3.413%,3185608512
SZ002192,融捷股份,106.05,+1.81,1.74%,8.32%,3787881,397922168,1.46%,21.249,,27536434278
SZ300899,上海凯鑫,20.5,+0.35,1.74%,3.8%,261729,5341600,0.82%,39.71,1.61%,1307561053
SH688272,富吉瑞,19.84,+0.34,1.74%,2.27%,275822,5458720.61,1.14%,,0.509%,1507840000
SZ002932,明德生物,58.58,+1,1.74%,2.29%,1858840,108388065,1.8%,2.155,5.997%,9149787170
SH603931,格林达,29.2,+0.5,1.74%,7.43%,961396,27842168.28,0.83%,32.639,0.733%,5827104696
SZ000415,渤海租赁,2.34,+0.04,1.74%,5.88%,24139784,55977426,0.57%,,,14471779800
SZ002958,青农商行,2.93,+0.05,1.74%,1.38%,16007640,46691732,0.33%,5.198,3.413%,16277938440
SZ002213,大为股份,15.8,+0.27,1.74%,-1.5%,4328400,67757904,2.1%,182.588,,3728800000
SZ300762,上海瀚讯,12.27,+0.21,1.74%,-6.9%,3406410,41627619,0.54%,31.689,0.31%,7705736835
SZ002610,爱康科技,2.92,+0.05,1.74%,2.46%,35349800,102527063,0.81%,,,13080234967
SZ300543,朗科智能,8.79,+0.15,1.74%,5.4%,1091483,9555432,0.52%,44.022,,2356834748
SZ000155,川能动力,18.81,+0.32,1.73%,5.44%,5835101,109168544,0.45%,60.425,,27762183447
SZ300686,智动力,11.77,+0.2,1.73%,-1.92%,3112977,36568418,1.57%,,0.323%,3126397305
SH688698,伟创电气,22.9,+0.39,1.73%,10.57%,459369,10482532.56,1.02%,29.281,0.769%,4122000000
SZ002001,新和成,19.36,+0.33,1.73%,3.25%,11080595,213521942,0.36%,15.076,3.017%,59839966412
SZ001338,永顺泰,19.95,+0.34,1.73%,-5.54%,8447124,167399713,6.73%,81.06,,10009530138
SZ002763,汇洁股份,7.64,+0.13,1.73%,0%,1089860,8291409,0.54%,17.541,,3131819360
SZ300785,值得买,31.77,+0.54,1.73%,-6.01%,1797975,56676990,2.39%,41.4,1.47%,4224982090
SZ300529,健帆生物,34.74,+0.59,1.73%,12.17%,9329142,321593357,1.81%,23.244,2.585%,28059858810
SZ301118,恒光股份,31.22,+0.53,1.73%,3.34%,1107407,34417869,2.1%,14.27,2.402%,3330237400
SZ000831,中国稀土,35.29,+0.6,1.73%,7.33%,16446392,576954995,1.68%,94.686,,34615572139
SZ002286,保龄宝,8.8,+0.15,1.73%,-3.19%,1288794,11258894,0.35%,21.55,0.682%,3271953520
SH603163,圣晖集成,30.54,+0.52,1.73%,4.52%,915850,27944542.5,4.58%,19.179,,2443200000
SH601607,上海医药,18.85,+0.32,1.73%,5.72%,9521023,178801328.04,0.49%,12.852,2.228%,69698745342
SZ002452,长高电新,6.46,+0.11,1.73%,4.19%,4691434,30186715,0.92%,27.879,1.084%,4007345269
SZ300082,奥克股份,8.27,+0.14,1.72%,5.22%,2285307,18827668,0.34%,33.543,4.135%,5624412114
SZ300440,运达科技,7.1,+0.12,1.72%,2.9%,1655900,11734135,0.37%,32.184,0.563%,3157462300
SZ300497,富祥药业,13.04,+0.22,1.72%,-1.21%,3516409,45718340,0.79%,,,7172063035
SZ301366,一博科技,47.33,+0.8,1.72%,0.92%,405677,19127276,2.21%,26.064,0.993%,3944166698
SZ002407,多氟多,35.46,+0.6,1.72%,6.42%,10923612,385323542,1.6%,12.064,0.846%,27163196466
SH688055,龙腾光电,4.15,+0.07,1.72%,3.23%,1899104,7848829.17,0.11%,33.73,0.675%,13833333610
